S2G ID,Fecha,energy_main(kWh),Ventas,Invitados,intensidad_kWh_invitado,ticket_promedio_MXN_invitado,Nombre,Zona_CMR
CH23,09/10/2019,1391.1716,56340,248,5.609562903,227.1774,Malecón Cancún,CUN
CH25,09/10/2019,402.3365,20591,88,4.572005682,233.9886,Morelia,MIC
CH26,09/10/2019,984.3095,50412,211,4.664973934,238.9194,Plaza Andares,GDL
CH27,09/10/2019,289.8783,43878,177,1.637730508,247.8983,Plaza del Sol,GDL
CH28,09/10/2019,1158.21,38375,191,6.063926702,200.9162,Plaza La Rioja,MTY
CH29,09/10/2019,759.358,33861,158,4.806063291,214.3101,Plaza San Agustín,MTY
CH30,09/10/2019,1045.1632,31088,115,9.088375652,270.3304,Reynosa,REY
CH31,09/10/2019,713.413,19333,80,8.9176625,241.6625,Saltillo,SAL
CH32,09/10/2019,455.0943,15814,84,5.417789286,188.2619,San Luis Potosí I,SLP
CH33,09/10/2019,487.3658,56266,223,2.185496861,252.3139,San Luis Potosí II,SLP
CH34,09/10/2019,427.2781,20002,87,4.911242529,229.908,San Luis Potosí III,SLP
CH35,09/10/2019,753.1336,16910,101,7.456768317,167.4257,Santa Anita,GDL
CH36,09/10/2019,995.045,32453,148,6.723277027,219.277,Sendero,MTY
CH38,09/10/2019,502.3689,16810,87,5.774355172,193.2184,Tijuana II,TIJ
CH39,09/10/2019,887.4687,20552,99,8.964330303,207.596,Torreón I,TOR
CH40,09/10/2019,1256.36,58449,273,4.602051282,214.0989,Torres,MTY
CH41,09/10/2019,1053.7544,14598,60,17.56257333,243.3,Tuxtla Gutiérrez,CP
CH42,09/10/2019,961.0037,33711,128,7.507841406,263.3672,Xalapa Las Américas,VER
CH44,09/10/2019,909.5612,16934,81,11.22915062,209.0617,Tampico,TAM
CH45,09/10/2019,630.1678,27391,117,5.386049573,234.1111,Torreón II,TOR
CH46,09/10/2019,1057.542,33554,162,6.528037037,207.1235,Anáhuac,MTY
CH47,09/10/2019,850.667,28692,139,6.119906475,206.4173,Avanta,MTY
CH49,09/10/2019,1202.0899,38100,164,7.329816463,232.3171,Mérida,YUC
CH50,09/10/2019,1517.1819,29448,140,10.83701357,210.3429,Mérida Altabrisa,YUC
CH51,09/10/2019,563.9728,54482,260,2.169126154,209.5462,Mérida Galerías,YUC
CH52,09/10/2019,1153.2175,30281,116,9.941530172,261.0431,Veracruz Boca del Río,VER
CH53,09/10/2019,1237.3594,36445,158,7.831388608,230.6646,Villahermosa,TAB
CH54,09/10/2019,1245.7975,28884,132,9.437859848,218.8182,Villahermosa II,TAB
CH55,09/10/2019,484.8542,24502,92,5.270154348,266.3261,Tlaxcala,TLX
CH56,09/10/2019,764.9363,8121,37,20.67395405,219.4865,Tuxtla II,CP
CH57,09/10/2019,663.1363,54995,234,2.833915812,235.0214,Silao,GTO
CH58,09/10/2019,696.8983,24460,93,7.493530108,263.0108,Chihuahua III,CHI
CH59,09/10/2019,599.283,18334,95,6.308242105,192.9895,Apodaca II,MTY
CH61,09/10/2019,1229.491,31714,152,8.088756579,208.6447,MTY Nuevo Sur,MTY
CH62,09/10/2019,443.559,8755,39,11.37330769,224.4872,Chili's Ciudadela,GDL
CH63,09/10/2019,587.7589,20619,95,6.186935789,217.0421,Galerías Celaya,GTO
CH64,09/10/2019,354.126,29429,134,2.642731343,219.6194,Chili's Plaza Aurora,MTY
CH65,09/10/2019,739.951,22611,100,7.39951,226.11,Plaza Cumbres,MTY
DT01,09/10/2019,743.409,20796,33,22.52754545,630.1818,Destilería Cancún,YUC
ELA01,09/10/2019,1088.105,41344,85,12.80123529,486.4,Restaurante El Lago,CDMX
OLG01,09/10/2019,801.628,38298,156,5.138641026,245.5,Olive Garden Reforma,CDMX
OLG02,09/10/2019,675.461,34486,163,4.143932515,211.5706,Olive Garden Santa Fe,CDMX
OLG03,09/10/2019,1012.0535,37595,166,6.096707831,226.4759,Olive Garden Cancún,YUC
OLG04,09/10/2019,842.529,33410,156,5.400826923,214.1667,Olive Garden Querétaro,QRO
TCG01,09/10/2019,1287.536,239888,211,6.102066351,1136.91,The Capital Grille,CDMX
TCG02,09/10/2019,1573.401,59711,72,21.85279167,829.3194,The Capital Grille Mty,MTY
DT02,09/10/2019,600.681,59871,192,3.128546875,311.8281,Destilería Reforma,CDMX
WIN01,09/10/2019,721.947,44915,259,2.787440154,173.417,Wing's Boulevard,CDMX
CH01,10/10/2019,877.351,48924,207,4.238410628,236.3478,Aguascalientes I,AGS
CH02,10/10/2019,712.0259,25237,108,6.592832407,233.6759,Aguascalientes II,AGS
CH03,10/10/2019,1400.869,72070,310,4.518932258,232.4839,Apodaca,MTY
CH04,10/10/2019,928.1281,45350,213,4.35740892,212.9108,Centro Magno,GDL
CH05,10/10/2019,856.464,41921,163,5.254380368,257.184,Chihuahua I,CHI
CH06,10/10/2019,731.1535,24748,107,6.83321028,231.2897,Chihuahua II,CHI
CH07,10/10/2019,1313.728,52991,235,5.590331915,225.4936,Churubusco,MTY
CH08,10/10/2019,1100.522,42659,204,5.394715686,209.1127,Cintermex,MTY
CH09,10/10/2019,759.918,21624,84,9.046642857,257.4286,Ciudad del Carmen,CAM
CH10,10/10/2019,1247.55,45801,216,5.775694444,212.0417,Contry,MTY
CH11,10/10/2019,842.5039,58202,209,4.031119139,278.4785,El Salto,GDL
CH12,10/10/2019,991.7517,13653,53,18.71229623,257.6038,Forum Cancún,CUN
CH13,10/10/2019,747.2457,35915,148,5.048957432,242.6689,Forum Tepic,TEP
CH14,10/10/2019,983.6574,47595,200,4.918287,237.975,Forum Tlaquepaque,GDL
CH15,10/10/2019,886.1255,40554,192,4.615236979,211.2188,Galerías Gdl,GDL
CH16,10/10/2019,1002.584,42195,180,5.569911111,234.4167,Galerías Mty,MTY
CH17,10/10/2019,590.0894,44651,186,3.172523656,240.0591,Puerto Vallarta,JAL
CH18,10/10/2019,791.5723,33723,168,4.711739881,200.7321,Gran Plaza,GDL
CH20,10/10/2019,748.8657,51706,260,2.880252692,198.8692,León I,GTO
CH21,10/10/2019,868.1169,66651,302,2.874559272,220.6987,León II,GTO
CH22,10/10/2019,700.0988,39768,185,3.784317838,214.9622,León III,GTO
CH23,10/10/2019,1618.0272,51158,217,7.456346544,235.7512,Malecón Cancún,CUN
CH25,10/10/2019,462.7079,18887,77,6.009193506,245.2857,Morelia,MIC
CH26,10/10/2019,971.9527,49360,208,4.672849519,237.3077,Plaza Andares,GDL
CH27,10/10/2019,342.4972,41710,185,1.851336216,225.4595,Plaza del Sol,GDL
CH28,10/10/2019,1148.44,36377,180,6.380222222,202.0944,Plaza La Rioja,MTY
CH29,10/10/2019,754.673,32998,147,5.133829932,224.4762,Plaza San Agustín,MTY
CH30,10/10/2019,1117.5049,28199,108,10.34726759,261.1019,Reynosa,REY
CH31,10/10/2019,817.935,26935,121,6.759793388,222.6033,Saltillo,SAL
CH32,10/10/2019,501.8035,22627,106,4.733995283,213.4623,San Luis Potosí I,SLP
CH33,10/10/2019,513.5411,58573,232,2.213539224,252.4698,San Luis Potosí II,SLP
CH34,10/10/2019,522.6145,14457,59,8.857872881,245.0339,San Luis Potosí III,SLP
CH35,10/10/2019,744.393,18682,91,8.180142857,205.2967,Santa Anita,GDL
CH36,10/10/2019,1066.63,37369,185,5.765567568,201.9946,Sendero,MTY
CH38,10/10/2019,522.4539,18880,92,5.678846739,205.2174,Tijuana II,TIJ
CH39,10/10/2019,776.1097,26881,122,6.361554918,220.3361,Torreón I,TOR
CH40,10/10/2019,1368.976,62787,278,4.924374101,225.8525,Torres,MTY
CH41,10/10/2019,1066.0243,21610,87,12.25315287,248.3908,Tuxtla Gutiérrez,CP
CH42,10/10/2019,966.5055,29384,133,7.266958647,220.9323,Xalapa Las Américas,VER
CH44,10/10/2019,927.3732,19321,86,10.7834093,224.6628,Tampico,TAM
CH45,10/10/2019,712.3388,23318,108,6.59572963,215.9074,Torreón II,TOR
CH46,10/10/2019,1109.918,52218,244,4.548844262,214.0082,Anáhuac,MTY
CH47,10/10/2019,857.157,36716,164,5.226567073,223.878,Avanta,MTY
CH49,10/10/2019,1398.1493,41253,184,7.5986375,224.2011,Mérida,YUC
CH50,10/10/2019,1278.204,27644,132,9.683363636,209.4242,Mérida Altabrisa,YUC
CH51,10/10/2019,646.6159,54051,252,2.565936111,214.4881,Mérida Galerías,YUC
CH52,10/10/2019,1113.1426,24747,124,8.976956452,199.5726,Veracruz Boca del Río,VER
CH53,10/10/2019,1252.6161,42907,175,7.157806286,245.1829,Villahermosa,TAB
CH54,10/10/2019,1238.1123,28239,138,8.971828261,204.6304,Villahermosa II,TAB
CH55,10/10/2019,553.392,27475,107,5.17188785,256.7757,Tlaxcala,TLX
CH56,10/10/2019,716.9015,23978,106,6.763221698,226.2075,Tuxtla II,CP
CH57,10/10/2019,745.9693,39035,159,4.691630818,245.5031,Silao,GTO
CH58,10/10/2019,656.437,20592,96,6.837885417,214.5,Chihuahua III,CHI
CH59,10/10/2019,644.56,24572,120,5.371333333,204.7667,Apodaca II,MTY
CH61,10/10/2019,1246.901,35459,155,8.044522581,228.7677,MTY Nuevo Sur,MTY
CH62,10/10/2019,524.206,14182,70,7.488657143,202.6,Chili's Ciudadela,GDL
CH63,10/10/2019,668.1647,29006,139,4.806940288,208.6763,Galerías Celaya,GTO
CH64,10/10/2019,415.773,37120,152,2.735348684,244.2105,Chili's Plaza Aurora,MTY
CH65,10/10/2019,800.566,27847,128,6.254421875,217.5547,Plaza Cumbres,MTY
DT01,10/10/2019,848.604,29100,60,14.1434,485,Destilería Cancún,YUC
OLG01,10/10/2019,896.516,51226,196,4.574061224,261.3571,Olive Garden Reforma,CDMX
OLG02,10/10/2019,691.447,33195,161,4.294701863,206.1801,Olive Garden Santa Fe,CDMX
OLG03,10/10/2019,1166.2155,39937,192,6.074039063,208.0052,Olive Garden Cancún,YUC
OLG04,10/10/2019,855.176,30990,136,6.288058824,227.8676,Olive Garden Querétaro,QRO
TCG01,10/10/2019,1439.492,165213,151,9.533059603,1094.1258,The Capital Grille,CDMX
TCG02,10/10/2019,1643.924,107427,66,24.90793939,1627.6818,The Capital Grille Mty,MTY
DT02,10/10/2019,678.37,56966,211,3.215023697,269.981,Destilería Reforma,CDMX
WIN01,10/10/2019,780.767,45799,274,2.849514599,167.1496,Wing's Boulevard,CDMX
CH01,11/10/2019,810.1577,41158,177,4.577162147,232.5311,Aguascalientes I,AGS
CH02,11/10/2019,663.6129,22080,90,7.373476667,245.3333,Aguascalientes II,AGS
CH03,11/10/2019,761.292,41237,174,4.375241379,236.9943,Apodaca,MTY
CH04,11/10/2019,1094.8374,56177,258,4.243555814,217.7403,Centro Magno,GDL
CH05,11/10/2019,743.8598,37603,162,4.59172716,232.1173,Chihuahua I,CHI
CH06,11/10/2019,781.9154,47092,202,3.870868317,233.1287,Chihuahua II,CHI
CH07,11/10/2019,1066.888,67932,311,3.430508039,218.4309,Churubusco,MTY
CH08,11/10/2019,975.697,78523,332,2.938846386,236.5151,Cintermex,MTY
CH09,11/10/2019,749.5388,33805,134,5.593573134,252.2761,Ciudad del Carmen,CAM
CH10,11/10/2019,1007.303,56079,261,3.859398467,214.8621,Contry,MTY
CH11,11/10/2019,801.2409,72059,303,2.644359406,237.8185,El Salto,GDL
CH12,11/10/2019,1033.2342,15582,58,17.81438276,268.6552,Forum Cancún,CUN
CH13,11/10/2019,748.2189,38434,171,4.375549123,224.7602,Forum Tepic,TEP
CH14,11/10/2019,1002.2215,45568,219,4.576353881,208.0731,Forum Tlaquepaque,GDL
CH15,11/10/2019,927.308,68503,315,2.943834921,217.4698,Galerías Gdl,GDL
CH16,11/10/2019,791.399,60516,276,2.867387681,219.2609,Galerías Mty,MTY
CH17,11/10/2019,565.69,26575,117,4.834957265,227.1368,Puerto Vallarta,JAL
CH18,11/10/2019,1021.2659,55315,251,4.068788446,220.3785,Gran Plaza,GDL
CH20,11/10/2019,827.276,94324,423,1.955735225,222.9882,León I,GTO
CH21,11/10/2019,837.7966,37978,159,5.269161006,238.8553,León II,GTO
CH22,11/10/2019,781.1285,62929,272,2.871795956,231.3566,León III,GTO
CH23,11/10/2019,1451.5844,70160,286,5.07546993,245.3147,Malecón Cancún,CUN
CH25,11/10/2019,624.7268,39467,167,3.740879042,236.3293,Morelia,MIC
CH26,11/10/2019,1180.0874,94778,407,2.899477641,232.8698,Plaza Andares,GDL
CH27,11/10/2019,360.8765,55524,259,1.39334556,214.3784,Plaza del Sol,GDL
CH28,11/10/2019,1077.158,65273,331,3.254253776,197.1994,Plaza La Rioja,MTY
CH29,11/10/2019,866.671,48642,226,3.834827434,215.2301,Plaza San Agustín,MTY
CH30,11/10/2019,855.1286,57755,224,3.817538393,257.8348,Reynosa,REY
CH31,11/10/2019,728.099,24327,105,6.93427619,231.6857,Saltillo,SAL
CH32,11/10/2019,459.7994,22183,98,4.691830612,226.3571,San Luis Potosí I,SLP
CH33,11/10/2019,543.9368,51028,206,2.640469903,247.7087,San Luis Potosí II,SLP
CH34,11/10/2019,491.8704,35871,152,3.235989474,235.9934,San Luis Potosí III,SLP
CH35,11/10/2019,770.5305,17572,89,8.657646067,197.4382,Santa Anita,GDL
CH36,11/10/2019,843.006,53136,270,3.122244444,196.8,Sendero,MTY
CH38,11/10/2019,532.0522,27418,114,4.667124561,240.5088,Tijuana II,TIJ
CH39,11/10/2019,827.7373,45659,201,4.11809602,227.1592,Torreón I,TOR
CH40,11/10/2019,1091.039,58768,308,3.542334416,190.8052,Torres,MTY
CH41,11/10/2019,1082.2373,24135,89,12.15996966,271.1798,Tuxtla Gutiérrez,CP
CH42,11/10/2019,1055.7533,58744,246,4.291680081,238.7967,Xalapa Las Américas,VER
CH44,11/10/2019,1064.3181,35571,153,6.956327451,232.4902,Tampico,TAM
CH45,11/10/2019,693.2138,49865,226,3.067317699,220.6416,Torreón II,TOR
CH46,11/10/2019,1047.477,67867,309,3.389893204,219.6343,Anáhuac,MTY
CH47,11/10/2019,760.947,45402,199,3.823854271,228.1508,Avanta,MTY
CH49,11/10/2019,1325.8884,41666,202,6.56380396,206.2673,Mérida,YUC
CH50,11/10/2019,1398.2899,53136,264,5.296552652,201.2727,Mérida Altabrisa,YUC
CH51,11/10/2019,642.8558,75335,341,1.885207625,220.9238,Mérida Galerías,YUC
CH52,11/10/2019,1293.966,39908,170,7.611564706,234.7529,Veracruz Boca del Río,VER
CH53,11/10/2019,1209.5583,54276,201,6.017702985,270.0299,Villahermosa,TAB
CH54,11/10/2019,1366.7149,60879,277,4.933988809,219.7798,Villahermosa II,TAB
CH55,11/10/2019,494.8528,41688,150,3.299018667,277.92,Tlaxcala,TLX
CH56,11/10/2019,840.5945,40608,171,4.91575731,237.4737,Tuxtla II,CP
CH57,11/10/2019,709.3796,34829,155,4.576642581,224.7032,Silao,GTO
CH58,11/10/2019,597.8413,36672,151,3.959213907,242.8609,Chihuahua III,CHI
CH59,11/10/2019,539.62,30748,158,3.415316456,194.6076,Apodaca II,MTY
CH61,11/10/2019,1090.146,54735,253,4.30887747,216.3439,MTY Nuevo Sur,MTY
CH62,11/10/2019,408.143,19044,87,4.691298851,218.8966,Chili's Ciudadela,GDL
CH63,11/10/2019,758.8907,33888,154,4.927861688,220.0519,Galerías Celaya,GTO
CH64,11/10/2019,357.952,47397,223,1.605165919,212.5426,Chili's Plaza Aurora,MTY
CH65,11/10/2019,773.026,54746,260,2.973176923,210.5615,Plaza Cumbres,MTY
DT01,11/10/2019,1002.64,44644,88,11.39363636,507.3182,Destilería Cancún,YUC
OLG01,11/10/2019,923.331,53761,215,4.294562791,250.0512,Olive Garden Reforma,CDMX
OLG02,11/10/2019,769.465,35130,142,5.418767606,247.3944,Olive Garden Santa Fe,CDMX
OLG03,11/10/2019,1058.7153,52814,239,4.42977113,220.9791,Olive Garden Cancún,YUC
OLG04,11/10/2019,990.881,44558,173,5.727635838,257.5607,Olive Garden Querétaro,QRO
TCG01,11/10/2019,1307.686,164864,163,8.022613497,1011.4356,The Capital Grille,CDMX
TCG02,11/10/2019,1569.063,66128,73,21.4940137,905.863,The Capital Grille Mty,MTY
DT02,11/10/2019,667.626,80998,247,2.702939271,327.9271,Destilería Reforma,CDMX
WIN01,11/10/2019,886.707,83732,349,2.540707736,239.9198,Wing's Boulevard,CDMX
CH01,12/10/2019,951.6871,75496,362,2.62896989,208.5525,Aguascalientes I,AGS
CH02,12/10/2019,642.2039,26767,135,4.757065926,198.2741,Aguascalientes II,AGS
CH03,12/10/2019,638.932,27535,126,5.070888889,218.5317,Apodaca,MTY
CH04,12/10/2019,1247.1911,56196,274,4.551792336,205.0949,Centro Magno,GDL
CH05,12/10/2019,699.2941,39885,178,3.928618539,224.073,Chihuahua I,CHI
CH06,12/10/2019,793.2981,63486,298,2.662074161,213.0403,Chihuahua II,CHI
CH07,12/10/2019,937.742,71917,330,2.841642424,217.9303,Churubusco,MTY
CH08,12/10/2019,785.758,131942,623,1.261248796,211.7849,Cintermex,MTY
CH09,12/10/2019,672.0171,13769,80,8.40021375,172.1125,Ciudad del Carmen,CAM
CH10,12/10/2019,805.772,68240,341,2.362967742,200.1173,Contry,MTY
CH11,12/10/2019,810.1666,41543,177,4.577212429,234.7062,El Salto,GDL
CH12,12/10/2019,1045.3031,25703,94,11.12024574,273.4362,Forum Cancún,CUN
CH13,12/10/2019,728.3628,72321,326,2.234241718,221.8436,Forum Tepic,TEP
CH14,12/10/2019,1118.9577,78402,375,2.9838872,209.072,Forum Tlaquepaque,GDL
CH15,12/10/2019,992.5693,124983,588,1.688043027,212.5561,Galerías Gdl,GDL
CH16,12/10/2019,755.803,113743,551,1.371693285,206.4301,Galerías Mty,MTY
CH17,12/10/2019,590.2921,42818,193,3.05850829,221.8549,Puerto Vallarta,JAL
CH18,12/10/2019,1025.8685,83828,409,2.508235941,204.9584,Gran Plaza,GDL
CH20,12/10/2019,908.0882,100184,471,1.928000425,212.7049,León I,GTO
CH21,12/10/2019,806.5885,38492,186,4.336497312,206.9462,León II,GTO
CH22,12/10/2019,792.2569,86014,397,1.99560932,216.6599,León III,GTO
CH23,12/10/2019,1535.8832,100506,444,3.459196396,226.3649,Malecón Cancún,CUN
CH25,12/10/2019,525.1936,36384,159,3.303104403,228.8302,Morelia,MIC
CH26,12/10/2019,1229.1941,119027,539,2.280508534,220.8293,Plaza Andares,GDL
CH27,12/10/2019,330.3717,52984,255,1.295575294,207.7804,Plaza del Sol,GDL
CH28,12/10/2019,938.773,75305,400,2.3469325,188.2625,Plaza La Rioja,MTY
CH29,12/10/2019,658.458,97856,488,1.34929918,200.5246,Plaza San Agustín,MTY
CH30,12/10/2019,617.8712,39617,155,3.986265806,255.5935,Reynosa,REY
CH31,12/10/2019,543.905,43384,198,2.746994949,219.1111,Saltillo,SAL
CH32,12/10/2019,487.6799,23471,130,3.751383846,180.5462,San Luis Potosí I,SLP
CH33,12/10/2019,436.3629,38000,155,2.815244516,245.1613,San Luis Potosí II,SLP
CH34,12/10/2019,447.0941,52924,235,1.902528085,225.2085,San Luis Potosí III,SLP
CH35,12/10/2019,728.7045,28820,166,4.389786145,173.6145,Santa Anita,GDL
CH36,12/10/2019,638.598,65239,349,1.829793696,186.9312,Sendero,MTY
CH38,12/10/2019,546.2745,36021,170,3.213379412,211.8882,Tijuana II,TIJ
CH39,12/10/2019,969.7364,93917,463,2.094463067,202.8445,Torreón I,TOR
CH40,12/10/2019,877.336,81394,408,2.150333333,199.4951,Torres,MTY
CH41,12/10/2019,1071.4567,34186,146,7.338744521,234.1507,Tuxtla Gutiérrez,CP
CH42,12/10/2019,1028.221,97309,449,2.290024499,216.7238,Xalapa Las Américas,VER
CH44,12/10/2019,653.2983,62065,273,2.393034066,227.3443,Tampico,TAM
CH45,12/10/2019,841.1217,94450,425,1.979109882,222.2353,Torreón II,TOR
CH46,12/10/2019,902.634,91549,443,2.037548533,206.6569,Anáhuac,MTY
CH47,12/10/2019,710.048,36050,189,3.756867725,190.7407,Avanta,MTY
CH49,12/10/2019,1271.419,51350,250,5.085676,205.4,Mérida,YUC
CH50,12/10/2019,1556.1946,75692,379,4.106054354,199.715,Mérida Altabrisa,YUC
CH51,12/10/2019,634.3024,112047,536,1.1834,209.0429,Mérida Galerías,YUC
CH52,12/10/2019,1103.3887,42812,206,5.356255825,207.8252,Veracruz Boca del Río,VER
CH53,12/10/2019,1304.2244,42364,196,6.654206122,216.1429,Villahermosa,TAB
CH54,12/10/2019,1448.159,105763,503,2.879043738,210.2644,Villahermosa II,TAB
CH55,12/10/2019,619.4729,68060,295,2.099908136,230.7119,Tlaxcala,TLX
CH56,12/10/2019,911.2552,41153,193,4.721529534,213.228,Tuxtla II,CP
CH57,12/10/2019,398.0991,6731,33,12.06360909,203.9697,Silao,GTO
CH58,12/10/2019,494.9776,26728,123,4.02420813,217.3008,Chihuahua III,CHI
CH59,12/10/2019,436.511,35053,186,2.346833333,188.457,Apodaca II,MTY
CH61,12/10/2019,983.298,67516,362,2.716292818,186.5083,MTY Nuevo Sur,MTY
CH62,12/10/2019,565.065,44180,216,2.616041667,204.537,Chili's Ciudadela,GDL
CH63,12/10/2019,887.1382,87215,401,2.212314713,217.4938,Galerías Celaya,GTO
CH64,12/10/2019,303.902,35654,173,1.75665896,206.0925,Chili's Plaza Aurora,MTY
CH65,12/10/2019,687.991,80334,403,1.707173697,199.34,Plaza Cumbres,MTY
DT01,12/10/2019,866.367,32894,43,20.14806977,764.9767,Destilería Cancún,YUC
OLG01,12/10/2019,822.805,53386,212,3.88115566,251.8208,Olive Garden Reforma,CDMX
OLG02,12/10/2019,864.134,41819,171,5.053415205,244.5556,Olive Garden Santa Fe,CDMX
OLG03,12/10/2019,1215.2092,62328,270,4.500774815,230.8444,Olive Garden Cancún,YUC
OLG04,12/10/2019,1030.828,84426,335,3.077098507,252.0179,Olive Garden Querétaro,QRO
TCG01,12/10/2019,1316.146,109942,120,10.96788333,916.1833,The Capital Grille,CDMX
TCG02,12/10/2019,1450.849,96502,120,12.09040833,804.1833,The Capital Grille Mty,MTY
DT02,12/10/2019,515.331,24867,84,6.134892857,296.0357,Destilería Reforma,CDMX
WIN01,12/10/2019,746.172,69558,412,1.811097087,168.8301,Wing's Boulevard,CDMX
CH01,13/10/2019,793.7768,114607,553,1.435401085,207.2459,Aguascalientes I,AGS
CH02,13/10/2019,651.244,41851,229,2.843860262,182.7555,Aguascalientes II,AGS
CH03,13/10/2019,738.844,41531,200,3.69422,207.655,Apodaca,MTY
CH04,13/10/2019,1132.7658,64095,323,3.507014861,198.4365,Centro Magno,GDL
CH05,13/10/2019,706.6232,39779,203,3.480902463,195.9557,Chihuahua I,CHI
CH06,13/10/2019,793.7454,89453,416,1.908041827,215.0312,Chihuahua II,CHI
CH07,13/10/2019,972.666,81103,429,2.267286713,189.0513,Churubusco,MTY
CH08,13/10/2019,977.927,111523,573,1.706678883,194.63,Cintermex,MTY
CH09,13/10/2019,623.0181,20744,97,6.42286701,213.8557,Ciudad del Carmen,CAM
CH10,13/10/2019,966.895,93803,526,1.838203422,178.3327,Contry,MTY
CH11,13/10/2019,795.6271,53893,234,3.400115812,230.312,El Salto,GDL
CH12,13/10/2019,1007.3444,12947,51,19.75185098,253.8627,Forum Cancún,CUN
CH13,13/10/2019,867.0989,96925,463,1.872783801,209.3413,Forum Tepic,TEP
CH14,13/10/2019,1216.536,97639,465,2.616206452,209.9763,Forum Tlaquepaque,GDL
CH15,13/10/2019,1069.626,135642,686,1.559221574,197.7289,Galerías Gdl,GDL
CH16,13/10/2019,884.253,94967,500,1.768506,189.934,Galerías Mty,MTY
CH17,13/10/2019,602.2885,76295,368,1.636653533,207.3234,Puerto Vallarta,JAL
CH18,13/10/2019,1177.9202,94296,495,2.379636768,190.497,Gran Plaza,GDL
CH20,13/10/2019,818.1357,121944,666,1.228431982,183.0991,León I,GTO
CH21,13/10/2019,734.7066,42905,207,3.549307246,207.2705,León II,GTO
CH22,13/10/2019,808.5347,96902,490,1.650070816,197.7592,León III,GTO
CH23,13/10/2019,1583.7179,89868,458,3.457899345,196.2183,Malecón Cancún,CUN
CH25,13/10/2019,626.2905,46696,239,2.620462343,195.3808,Morelia,MIC
CH26,13/10/2019,1245.2262,141508,702,1.773826496,201.5783,Plaza Andares,GDL
CH27,13/10/2019,379.839,70844,347,1.094636888,204.1614,Plaza del Sol,GDL
CH28,13/10/2019,969.854,92604,529,1.833372401,175.0548,Plaza La Rioja,MTY
CH29,13/10/2019,643.738,99357,495,1.300480808,200.7212,Plaza San Agustín,MTY
CH30,13/10/2019,743.8527,41994,160,4.649079375,262.4625,Reynosa,REY
CH31,13/10/2019,749.198,46732,230,3.257382609,203.1826,Saltillo,SAL
CH32,13/10/2019,513.212,43685,294,1.745619048,148.5884,San Luis Potosí I,SLP
CH33,13/10/2019,476.871,46773,255,1.870082353,183.4235,San Luis Potosí II,SLP
CH34,13/10/2019,581.3194,71430,342,1.699764327,208.8596,San Luis Potosí III,SLP
CH35,13/10/2019,875.5006,47936,337,2.597924629,142.2433,Santa Anita,GDL
CH36,13/10/2019,807.506,59881,397,2.034020151,150.8338,Sendero,MTY
CH38,13/10/2019,600.4307,44045,228,2.633467982,193.1798,Tijuana II,TIJ
CH39,13/10/2019,1017.8247,100697,494,2.060373887,203.8401,Torreón I,TOR
CH40,13/10/2019,1086.446,100289,525,2.069420952,191.0267,Torres,MTY
CH41,13/10/2019,1090.6518,31019,140,7.79037,221.5643,Tuxtla Gutiérrez,CP
CH42,13/10/2019,1161.6069,100811,543,2.139239227,185.6556,Xalapa Las Américas,VER
CH44,13/10/2019,1059.5865,63580,295,3.591818644,215.5254,Tampico,TAM
CH45,13/10/2019,962.0782,110711,548,1.755617153,202.0274,Torreón II,TOR
CH46,13/10/2019,1053.411,96092,471,2.236541401,204.017,Anáhuac,MTY
CH47,13/10/2019,786.779,62386,350,2.24794,178.2457,Avanta,MTY
CH49,13/10/2019,1377.2331,53810,307,4.486101303,175.2769,Mérida,YUC
CH50,13/10/2019,1563.1581,92836,482,3.243066598,192.6058,Mérida Altabrisa,YUC
CH51,13/10/2019,772.49,122787,639,1.208904538,192.1549,Mérida Galerías,YUC
CH52,13/10/2019,1075.757,33950,185,5.814902703,183.5135,Veracruz Boca del Río,VER
CH53,13/10/2019,1236.1751,34554,171,7.229094152,202.0702,Villahermosa,TAB
CH54,13/10/2019,1402.1456,110065,572,2.451303497,192.4213,Villahermosa II,TAB
CH55,13/10/2019,546.8706,68338,299,1.828998662,228.5552,Tlaxcala,TLX
CH56,13/10/2019,859.6314,56216,252,3.411235714,223.0794,Tuxtla II,CP
CH57,13/10/2019,427.1573,12386,51,8.375633333,242.8627,Silao,GTO
CH58,13/10/2019,522.9624,41293,232,2.254148276,177.9871,Chihuahua III,CHI
CH59,13/10/2019,568.35,41499,343,1.656997085,120.9883,Apodaca II,MTY
CH61,13/10/2019,1091.567,58182,310,3.521183871,187.6839,MTY Nuevo Sur,MTY
CH62,13/10/2019,604.72,40447,208,2.907307692,194.4567,Chili's Ciudadela,GDL
CH63,13/10/2019,802.5484,98418,461,1.7408859,213.4881,Galerías Celaya,GTO
CH64,13/10/2019,298.421,41906,221,1.350321267,189.6199,Chili's Plaza Aurora,MTY
CH65,13/10/2019,784.978,108256,535,1.467248598,202.3477,Plaza Cumbres,MTY
DT01,13/10/2019,919.83,31664,54,17.03388889,586.3704,Destilería Cancún,YUC
OLG01,13/10/2019,959.971,64280,260,3.692196154,247.2308,Olive Garden Reforma,CDMX
OLG02,13/10/2019,904.941,48799,210,4.309242857,232.3762,Olive Garden Santa Fe,CDMX
OLG03,13/10/2019,1420.4551,93276,388,3.660966753,240.4021,Olive Garden Cancún,YUC
