S2G ID,Fecha,energy_main(kWh),Ventas,Invitados,intensidad_kWh_invitado,ticket_promedio_MXN_invitado,Nombre,Zona_CMR
CH55,02/08/2019,532.897,33951,147,3.62514966,230.9592,Tlaxcala,TLX
CH56,02/08/2019,885.043,30565,133,6.654458647,229.812,Tuxtla II,CP
CH57,02/08/2019,791.6384,60885,266,2.976084211,228.891,Silao,GTO
CH58,02/08/2019,866.082,28386,120,7.21735,236.55,Chihuahua III,CHI
CH59,02/08/2019,860.3352,35277,170,5.060795294,207.5118,Apodaca II,MTY
CH61,02/08/2019,1663.0688,59571,261,6.371911111,228.2414,MTY Nuevo Sur,MTY
CH62,02/08/2019,598.287,20770,96,6.23215625,216.3542,Chili's Ciudadela,GDL
CH63,02/08/2019,776.012,53277,237,3.274312236,224.7975,Galerías Celaya,GTO
CH64,02/08/2019,399.001,30785,145,2.751731034,212.3103,Chili's Plaza Aurora,MTY
ELA01,02/08/2019,1751.509,87471,160,10.94693125,546.6938,Restaurante El Lago,CDMX
OLG01,02/08/2019,951.707,64683,248,3.837528226,260.8185,Olive Garden Reforma,CDMX
OLG02,02/08/2019,924.876,32727,155,5.966941935,211.1419,Olive Garden Santa Fe,CDMX
OLG03,02/08/2019,1217.1724,53882,249,4.88824257,216.3936,Olive Garden Cancún,YUC
OLG04,02/08/2019,969.898,61365,255,3.803521569,240.6471,Olive Garden Querétaro,QRO
TCG01,02/08/2019,1359.008,156659,149,9.12085906,1051.4027,The Capital Grille,CDMX
TCG02,02/08/2019,1664.052,100813,110,15.12774545,916.4818,The Capital Grille Mty,MTY
DT01,02/08/2019,843.367,47882,103,8.188029126,464.8738,Destilería Cancún,YUC
DT02,02/08/2019,626.823,67880,193,3.247787565,351.7098,Destilería Reforma,CDMX
CH01,03/08/2019,1136.6996,72183,340,3.343234118,212.3029,Aguascalientes I,AGS
CH02,03/08/2019,742.6206,30733,152,4.885661842,202.1908,Aguascalientes II,AGS
CH03,03/08/2019,1595.5718,41811,188,8.487084043,222.3989,Apodaca,MTY
CH04,03/08/2019,1157.3057,68377,322,3.594117081,212.3509,Centro Magno,GDL
CH05,03/08/2019,983.5114,47322,204,4.821134314,231.9706,Chihuahua I,CHI
CH06,03/08/2019,775.34,54157,249,3.113815261,217.498,Chihuahua II,CHI
CH07,03/08/2019,1342.8732,79623,370,3.629387027,215.1973,Churubusco,MTY
CH08,03/08/2019,1153.8662,82167,382,3.020592147,215.0969,Cintermex,MTY
CH09,03/08/2019,946.8579,26726,127,7.455574016,210.4409,Ciudad del Carmen,CAM
CH10,03/08/2019,1560.0263,67564,352,4.431892898,191.9432,Contry,MTY
CH11,03/08/2019,825.725,54157,230,3.590108696,235.4652,El Salto,GDL
